scenario_id,event_class,config,model,correct_diag,correct_tool,grounded,halluc,recommendation,latency,confidence,is_correct
IEEE14_SCN_002107,E7,E1_LLM,mock,True,False,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.751309884808355,0.6636865414912392,True
IEEE14_SCN_000195,E0,E1_LLM,mock,True,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,0.942581552526151,0.7188774113202874,True
IEEE14_SCN_002696,E8,E1_LLM,mock,True,False,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,0.9355880951687476,0.727617638141528,True
IEEE14_SCN_001789,E5,E1_LLM,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.164971797625151,0.7971020365451827,True
IEEE14_SCN_001415,E4,E1_LLM,mock,True,False,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,0.6715791557402973,1.0,True
IEEE14_SCN_001191,E3,E1_LLM,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.915222708016812,0.5926159172147333,True
IEEE14_SCN_002103,E7,E1_LLM,mock,False,False,False,"{'H-NUM': False, 'H-TOP': True, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.1062706477675233,0.501041869633738,False
IEEE14_SCN_000142,E0,E1_LLM,mock,True,False,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.4585914137359703,0.8985379796142489,True
IEEE14_SCN_001325,E4,E1_LLM,mock,False,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': True}",NO_EFFECT,0.9183784456429515,0.6021041093317193,False
IEEE14_SCN_001660,E5,E1_LLM,mock,False,False,True,"{'H-NUM': True, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.3642845212240302,0.7309014000361949,False
IEEE14_SCN_002195,E7,E1_LLM,mock,False,True,False,"{'H-NUM': True, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.5136168679715059,0.5623333999083087,False
IEEE14_SCN_002413,E8,E1_LLM,mock,True,False,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.0194344805964521,0.8135861592508434,True
IEEE14_SCN_001165,E3,E1_LLM,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': True, 'H-TOOL': True, 'H-ACT': False}",NO_EFFECT,1.3899356165552785,0.9217079468543259,True
IEEE14_SCN_001090,E3,E1_LLM,mock,False,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.3924239636990532,0.5029660802187981,False
IEEE14_SCN_001115,E3,E1_LLM,mock,True,False,False,"{'H-NUM': True, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.3184105973914002,0.5393375811405237,True
IEEE14_SCN_002664,E8,E1_LLM,mock,False,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.1349233633924152,0.4629827309064958,False
IEEE14_SCN_001540,E5,E1_LLM,mock,False,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,0.5,0.5729823017325504,False
IEEE14_SCN_000306,E1,E1_LLM,mock,True,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': True, 'H-ACT': False}",NO_EFFECT,1.1027553944024109,0.6916931254569851,True
IEEE14_SCN_001167,E3,E1_LLM,mock,False,False,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.2867575306198598,0.5040397487630593,False
IEEE14_SCN_001277,E4,E1_LLM,mock,False,False,True,"{'H-NUM': False, 'H-TOP': True, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.4745649003417638,0.42807723427839456,False
IEEE14_SCN_000674,E2,E1_LLM,mock,True,True,True,"{'H-NUM': True, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.1882308458988524,0.7788622825814648,True
IEEE14_SCN_002700,E8,E1_LLM,mock,True,False,False,"{'H-NUM': True, 'H-TOP': True, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.5442305543016182,0.707809041969422,True
IEEE14_SCN_001699,E5,E1_LLM,mock,True,False,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.2272831017940395,0.6232653370704959,True
IEEE14_SCN_002502,E8,E1_LLM,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.1313720145272277,0.9057687324651671,True
IEEE14_SCN_000574,E1,E1_LLM,mock,True,False,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.7737102583044329,0.8210994104483769,True
IEEE14_SCN_001359,E4,E1_LLM,mock,False,False,True,"{'H-NUM': True, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,0.7444716912685095,0.8321306373352333,False
IEEE14_SCN_001477,E4,E1_LLM,mock,False,False,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.1974160868979309,0.546482233470526,False
IEEE14_SCN_002744,E9,E1_LLM,mock,True,False,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': True, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,0.5,0.8259333308967177,True
IEEE14_SCN_000567,E1,E1_LLM,mock,True,False,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': True, 'H-ACT': False}",NO_EFFECT,1.299774337748978,0.27919872506767235,True
IEEE14_SCN_002795,E9,E1_LLM,mock,False,False,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': True, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,0.9028475765708006,0.27476181866724964,False
IEEE14_SCN_002398,E7,E1_LLM,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,1.3147833184215603,0.5080391119194445,True
IEEE14_SCN_002921,E9,E1_LLM,mock,False,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.4967392597054963,0.5405017131780813,False
IEEE14_SCN_000902,E3,E1_LLM,mock,False,False,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,0.9533597468966079,0.6020944503987802,False
IEEE14_SCN_002090,E6,E1_LLM,mock,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': True}",NO_EFFECT,0.9086535417402787,0.7935862470072078,True
IEEE14_SCN_002960,E9,E1_LLM,mock,False,True,False,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",NO_EFFECT,0.860541357603044,0.30800682688190884,False
